Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
DR1041-H_1	94.15576574763534	56.0	301.0	45.45454545454545	99380.0
DR1041-H_2	89.18494666934997	55.0	301.0	45.45454545454545	99380.0
DR1041-SAH_1	92.82438522969875	57.0	301.0	27.27272727272727	75882.0
DR1041-SAH_2	86.80583010463614	56.0	301.0	45.45454545454545	75882.0
DR1042-E_1	94.85538221190357	54.0	301.0	36.36363636363637	92174.0
DR1042-E_2	90.15991494347647	54.0	301.0	54.54545454545454	92174.0
DR1042-H_1	93.93118040433058	56.0	301.0	45.45454545454545	129498.0
DR1042-H_2	89.50254057977729	56.0	301.0	54.54545454545454	129498.0
DR1042-SAH_1	92.68486252759483	56.0	301.0	27.27272727272727	109622.0
DR1042-SAH_2	86.95426100600244	56.0	301.0	45.45454545454545	109622.0
DR1043-E_1	93.51085888901015	55.0	301.0	45.45454545454545	91630.0
DR1043-E_2	88.54960165884536	55.0	301.0	45.45454545454545	91630.0
DR1043-H_1	93.72899625895631	55.0	301.0	45.45454545454545	94626.0
DR1043-H_2	87.5784668061632	55.0	301.0	54.54545454545454	94626.0
DR1043-SAH_1	92.09032103497844	56.0	301.0	36.36363636363637	83480.0
DR1043-SAH_2	85.27311931001438	56.0	301.0	45.45454545454545	83480.0
DR1044-E_1	95.84455350938151	55.0	301.0	45.45454545454545	92096.0
DR1044-E_2	91.82157748436414	55.0	301.0	45.45454545454545	92096.0
DR1044-SAH_1	92.39934794591235	56.0	301.0	36.36363636363637	85269.0
DR1044-SAH_2	86.55314358090278	56.0	301.0	45.45454545454545	85269.0
DR1045-E_1	96.15644143369366	55.0	301.0	45.45454545454545	75581.0
DR1045-E_2	92.08134319471824	55.0	301.0	45.45454545454545	75581.0
DR1045-H_1	94.31131915306445	55.0	301.0	45.45454545454545	82462.0
DR1045-H_2	89.85108292304334	55.0	301.0	45.45454545454545	82462.0
DR1045-SAH_1	90.87631457885334	56.0	301.0	36.36363636363637	93471.0
DR1045-SAH_2	86.04486953172642	55.0	301.0	45.45454545454545	93471.0
DR1046-E_1	94.56236848905459	55.0	301.0	45.45454545454545	81267.0
DR1046-E_2	88.69036632335389	55.0	301.0	45.45454545454545	81267.0
DR1046-H_1	93.08952885889866	56.0	301.0	27.27272727272727	82990.0
DR1046-H_2	86.57549102301482	55.0	301.0	45.45454545454545	82990.0
DR1046-SAH_1	91.74763542562339	56.0	301.0	45.45454545454545	93040.0
DR1046-SAH_2	85.0816852966466	55.0	301.0	45.45454545454545	93040.0
DR1047-E_1	92.75269277409231	56.0	301.0	36.36363636363637	84114.0
DR1047-E_2	86.77271322253132	56.0	301.0	45.45454545454545	84114.0
DR1047-H_1	92.9162076104459	57.0	301.0	36.36363636363637	82597.0
DR1047-H_2	86.38812547671223	56.0	301.0	45.45454545454545	82597.0
DR1047-SAH_1	92.0396275638719	57.0	301.0	27.27272727272727	88928.0
DR1047-SAH_2	85.42641237855344	56.0	301.0	45.45454545454545	88928.0
DR1048-E_1	95.79751984777901	55.0	301.0	45.45454545454545	91446.0
DR1048-E_2	89.92410821687116	55.0	301.0	45.45454545454545	91446.0
DR1048-H_1	94.57355237972216	56.0	301.0	45.45454545454545	85157.0
DR1048-H_2	90.10298624892845	56.0	301.0	45.45454545454545	85157.0
DR1048-SAH_1	93.5681383585	57.0	301.0	36.36363636363637	106159.0
DR1048-SAH_2	87.11366911896306	56.0	301.0	54.54545454545454	106159.0
DR1049-E_1	93.32277560518406	56.0	301.0	45.45454545454545	123764.0
DR1049-E_2	88.34717688503926	56.0	301.0	45.45454545454545	123764.0
DR1049-H_1	91.06663200762499	57.0	301.0	36.36363636363637	115410.0
DR1049-H_2	85.61649770383849	56.0	301.0	45.45454545454545	115410.0
DR1049-SAH_1	91.19937532535138	57.0	301.0	36.36363636363637	96050.0
DR1049-SAH_2	85.24518479958355	56.0	301.0	45.45454545454545	96050.0
E-10_1	96.86891669826824	56.0	301.0	36.36363636363637	237330.0
E-10_2	95.35119875279148	56.0	301.0	45.45454545454545	237330.0
E-1_1	93.40614800435182	56.0	301.0	45.45454545454545	140631.0
E-1_2	91.82186004508252	56.0	301.0	45.45454545454545	140631.0
E-2_1	94.19920133369519	55.0	301.0	45.45454545454545	128965.0
E-2_2	93.11286007831582	55.0	301.0	54.54545454545454	128965.0
E-3_1	93.65401434318699	56.0	301.0	45.45454545454545	171510.0
E-3_2	92.63249956270771	56.0	301.0	54.54545454545454	171510.0
E-4_1	97.25724350654824	55.0	301.0	36.36363636363637	237316.0
E-4_2	95.09472601931601	55.0	301.0	54.54545454545454	237316.0
E-5_1	95.38078847655684	55.0	301.0	45.45454545454545	138292.0
E-5_2	93.69522459722906	56.0	301.0	54.54545454545454	138292.0
E-6_1	96.80270466070998	54.0	301.0	36.36363636363637	144935.0
E-6_2	95.4144961534481	55.0	301.0	54.54545454545454	144935.0
E-7_1	96.05466492871253	55.0	301.0	45.45454545454545	148834.0
E-7_2	94.56575782415308	56.0	301.0	45.45454545454545	148834.0
E-8_1	93.70214833582064	57.0	301.0	36.36363636363637	144065.0
E-8_2	92.3603928782147	56.0	301.0	54.54545454545454	144065.0
E-9_1	96.38963569858024	55.0	301.0	36.36363636363637	196019.0
E-9_2	94.78775016707564	56.0	301.0	45.45454545454545	196019.0
H-10_1	97.34418747673534	55.0	301.0	45.45454545454545	247156.0
H-10_2	95.90056482545437	56.0	301.0	54.54545454545454	247156.0
H-1_1	94.63767674702831	57.0	301.0	45.45454545454545	229919.0
H-1_2	92.60348209586854	57.0	301.0	54.54545454545454	229919.0
H-2_1	95.03348391817516	56.0	301.0	45.45454545454545	251464.0
H-2_2	93.14613622625903	56.0	301.0	54.54545454545454	251464.0
H-3_1	92.15513477677344	57.0	301.0	45.45454545454545	123686.0
H-3_2	87.71566709247611	56.0	301.0	54.54545454545454	123686.0
H-4_1	94.74707228755162	56.0	301.0	36.36363636363637	165146.0
H-4_2	92.10819517275623	56.0	301.0	54.54545454545454	165146.0
H-5_1	95.20732705819628	55.0	301.0	36.36363636363637	157553.0
H-5_2	93.18578510088669	56.0	301.0	54.54545454545454	157553.0
H-6_1	94.34687365806195	56.0	301.0	36.36363636363637	183969.0
H-6_2	92.70257489033479	56.0	301.0	54.54545454545454	183969.0
H-7_1	94.69109857062168	56.0	301.0	45.45454545454545	196519.0
H-7_2	92.80527582574713	56.0	301.0	45.45454545454545	196519.0
H-8_1	94.00788143942202	57.0	301.0	27.27272727272727	188798.0
H-8_2	92.48138221803197	57.0	301.0	54.54545454545454	188798.0
H-9_1	95.42029599428133	56.0	301.0	45.45454545454545	188855.0
H-9_2	93.56755182547457	56.0	301.0	54.54545454545454	188855.0
SAH-10_1	94.21029024145629	56.0	301.0	45.45454545454545	198421.0
SAH-10_2	92.5960457814445	56.0	301.0	54.54545454545454	198421.0
SAH-1_1	94.09797536897361	57.0	301.0	36.36363636363637	193171.0
SAH-1_2	92.07852110306412	57.0	301.0	54.54545454545454	193171.0
SAH-2_1	94.5241725541317	57.0	301.0	36.36363636363637	257751.0
SAH-2_2	92.08072907573589	56.0	301.0	45.45454545454545	257751.0
SAH-3_1	92.18345650805493	58.0	301.0	45.45454545454545	171572.0
SAH-3_2	91.24099503415476	57.0	301.0	45.45454545454545	171572.0
SAH-4_1	94.55330549657266	57.0	301.0	27.27272727272727	210513.0
SAH-4_2	91.94349042576943	57.0	301.0	54.54545454545454	210513.0
SAH-5_1	94.51704387477062	56.0	301.0	36.36363636363637	215796.0
SAH-5_2	92.19726037553986	56.0	301.0	54.54545454545454	215796.0
SAH-6_1	93.41245520178674	57.0	301.0	36.36363636363637	192530.0
SAH-6_2	91.33485690541734	57.0	301.0	54.54545454545454	192530.0
SAH-7_1	91.72275955212827	57.0	301.0	45.45454545454545	183624.0
SAH-7_2	90.40212608373633	57.0	301.0	45.45454545454545	183624.0
SAH-8_1	93.09861020288224	58.0	301.0	36.36363636363637	241618.0
SAH-8_2	91.19726179340944	57.0	301.0	45.45454545454545	241618.0
SAH-9_1	93.3302246482157	56.0	301.0	36.36363636363637	182285.0
SAH-9_2	91.03327207395013	56.0	301.0	45.45454545454545	182285.0
