#OTU Table	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9
ASV_3677	0	3	0	0	0	5	0	0	0	0	0	0	0	0	11	13	0	0	2	3	0	8	0	0	0	13	0	8	0	0
ASV_3678	0	0	6	0	0	4	0	0	0	0	0	0	8	0	0	7	0	0	0	3	4	0	13	0	3	14	0	2	0	6
ASV_3679	0	0	5	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	5	0	4	0	6	0	0	0	7	0	31	0
ASV_3680	0	0	2	22	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	23
ASV_3681	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3682	0	0	0	54	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0
ASV_3683	0	0	0	35	0	0	0	0	0	0	0	0	0	17	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0
ASV_3684	0	0	0	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0	3	0	0	0	0	0	0	4	13	0
ASV_3685	0	0	0	0	0	18	0	0	0	0	0	5	0	7	0	10	0	0	0	0	0	14	0	10	0	0	2	4	0	0
ASV_3686	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	10	0	2	14	23	0	0	0	0
ASV_3687	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	7	0	6	2	0	0	0	11	7	14	10	0
ASV_3688	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	6	0	3	0	0	26	0	0	0	8	7	3	7	0
ASV_3689	0	0	0	0	0	0	0	3	4	0	4	0	0	0	0	0	3	0	25	0	0	0	0	0	0	0	0	0	31	0
ASV_3690	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0
ASV_3691	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	26	13
ASV_3692	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	6	0	4	36	0
ASV_3693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	13	0	7	0	3	0	16	17	0
ASV_3694	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV_3695	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3696	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	2	0	0	0	0	35	5	0	0	0	9	0	0	0
ASV_3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	36	0	14	0
ASV_3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
ASV_3699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
ASV_3700	10	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4
ASV_3701	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	7	2	5	0	5	0	0	0	0	0	7	4	6	8
ASV_3702	7	0	0	0	0	0	0	0	0	0	12	0	0	8	2	0	6	0	0	4	3	0	0	7	2	0	7	6	0	4
ASV_3703	7	0	0	0	0	0	0	0	0	0	14	0	6	2	0	0	0	0	0	0	0	0	20	0	0	0	8	0	0	12
ASV_3704	5	0	0	0	0	7	0	0	0	0	0	5	5	0	4	9	5	2	0	0	3	3	2	0	0	12	0	0	5	0
ASV_3705	4	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	8	0	12	4	0	15	0	0	9	4	0	4
ASV_3706	3	0	0	0	0	0	0	0	0	0	0	0	3	16	0	7	0	0	0	0	3	0	8	27	0	0	0	0	0	2
ASV_3707	3	0	0	0	0	0	0	0	0	3	6	0	3	0	0	0	5	2	3	5	3	3	0	0	0	0	8	0	19	5
ASV_3708	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	2	0	26	0	0	0	0	0	2	14	4	0
ASV_3709	2	3	0	0	0	0	0	2	0	14	0	0	5	0	2	9	3	0	0	18	0	0	0	0	0	4	0	0	0	5
ASV_3710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	26	6	16	0	0	3	4
ASV_3711	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_3712	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	2	0	4	11	0	6	13	4	6	11
ASV_3713	0	0	0	7	0	6	0	0	4	0	2	0	0	5	6	0	0	0	0	0	6	5	0	5	11	5	0	0	5	0
ASV_3714	0	0	4	0	0	0	0	0	3	0	6	0	4	0	0	0	11	2	3	0	0	3	0	4	0	0	10	7	0	11
ASV_3715	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3716	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3717	0	0	0	0	0	8	0	0	14	0	2	4	0	0	11	0	0	0	11	0	0	3	0	0	6	0	0	0	9	0
ASV_3718	0	0	0	0	0	2	0	0	6	0	0	0	0	2	0	0	4	7	11	0	0	8	0	0	0	11	2	3	13	0
ASV_3719	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0
ASV_3720	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	2	26	0	0	0	0	0	0	0	0	0	22	0
ASV_3721	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	16	0	0	0	0	0	9	0	2	25	10	0
ASV_3722	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	31	4	11
ASV_3723	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	3	0	2	0	0	0	30	2	6	7
ASV_3724	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	23	0	0	0	0	0	4	0	0	0	33	0	0	6
ASV_3725	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	12	0	2	0	4	0	9	0	0	0	12	0	0	14
ASV_3726	0	0	0	0	0	0	0	0	0	0	6	0	4	6	0	0	13	4	16	3	6	4	0	0	0	0	3	0	0	3
ASV_3727	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0
ASV_3728	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
ASV_3729	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	10	0	52	0	0	0	0	0
ASV_3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	2	26	2	0	0	0	0
ASV_3731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	0	0	0	2	31	16	0
ASV_3732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0
ASV_3733	16	0	0	16	0	0	0	0	0	0	13	0	0	9	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0
ASV_3734	10	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	9	2	0	3	12	0	2	2	0	0	3	0	0	6
ASV_3735	10	0	0	0	0	15	0	0	3	0	4	0	0	12	0	0	0	0	0	0	0	0	0	12	10	0	2	0	0	0
ASV_3736	7	0	0	0	0	0	0	0	0	0	15	0	2	0	0	0	13	0	0	0	5	0	3	0	0	0	22	0	0	0
ASV_3737	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	6	0	0	0	0	7	0	5	13	9	0	9
ASV_3738	5	0	0	0	0	0	2	0	0	5	6	0	3	0	3	0	5	0	0	0	9	3	8	3	5	0	5	0	4	0
ASV_3739	4	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	5	0	26	0	0	0	14	0	0	0
ASV_3740	4	0	0	0	0	0	0	0	0	0	13	0	18	0	0	0	0	0	0	0	11	0	6	3	3	0	0	4	0	6
ASV_3741	3	0	0	0	0	0	0	0	0	0	0	0	0	8	13	10	0	0	0	0	0	0	3	3	4	12	2	9	0	0
ASV_3742	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	4	19	0	5	17
ASV_3743	2	2	2	5	43	0	0	6	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3744	0	0	0	0	0	0	0	0	0	0	3	0	0	3	6	0	0	0	0	0	5	0	0	31	0	4	0	15	0	0
ASV_3745	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	0	0	0	0	18	4	0	2	11	0	0	0	0
ASV_3746	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3747	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	2	31
ASV_3748	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	2	4	0	0	6
ASV_3749	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	2	0	0	8
ASV_3750	0	0	0	25	0	0	0	0	0	0	0	0	0	12	0	7	0	0	0	0	4	0	4	8	3	0	0	3	0	0
ASV_3751	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	4	17	3	5	0	0	0	0	8	0
ASV_3752	0	0	0	8	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	4	0	8	17	7	9	2	0	0	0
ASV_3753	0	0	0	4	0	2	0	0	0	0	6	0	6	19	0	2	3	0	0	0	9	0	6	9	0	0	0	0	0	0
ASV_3754	0	0	0	0	39	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	8	3	0	0	3	0	0
ASV_3755	0	0	0	0	0	3	0	0	4	0	4	0	0	10	3	0	0	4	0	0	4	12	0	15	4	5	0	0	0	0
ASV_3756	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	6	0	8	0	0	16	0	0	0	0	4	0	18	0
ASV_3757	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	3	5	0	0	19	0
ASV_3758	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	4	12	18	0	0	0	0	0	0	0	0	0	18	0
ASV_3759	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	54	0
ASV_3760	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	7	28	0
ASV_3761	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	20	0	3	0	0	0	0	10	8	0	12	0
ASV_3762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	9	13	4	14	16
ASV_3763	0	0	0	0	0	0	0	0	0	7	4	0	3	0	0	0	0	0	0	23	0	3	0	0	0	0	0	0	0	28
ASV_3764	0	0	0	0	0	0	0	0	0	0	13	0	0	4	9	0	0	0	0	0	5	0	0	3	25	0	0	8	0	0
ASV_3765	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	2	0	15	0	0	15	6	0	12	7	0	0
ASV_3766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	32	0	0	8	0	2	7	5	0
ASV_3767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	12	5	10	5	0	0	4
ASV_3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	5	41	0
ASV_3769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	45	0	0	0
ASV_3770	14	0	0	0	0	0	0	0	0	0	11	0	22	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0
ASV_3771	10	0	3	0	0	0	7	0	0	10	0	0	2	0	3	0	2	0	0	10	0	0	3	0	0	3	0	0	0	14
ASV_3772	7	0	10	0	0	0	0	0	0	0	8	0	16	0	7	0	0	2	0	0	2	2	3	0	9	0	0	0	0	0
ASV_3773	7	0	0	0	0	0	0	3	0	2	5	0	2	0	0	0	9	0	0	6	3	6	9	0	0	0	7	0	0	7
ASV_3774	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	19	0	0	2	0	0	7	0	4	0	10	0	7
ASV_3775	5	0	0	0	0	3	47	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3776	5	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	2	0	6	2	0	0	4	7	15	2
ASV_3777	4	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	5	4	0	0	7	0	5	5	0	0	0	7	0	4
ASV_3778	4	0	0	0	0	2	0	0	0	3	0	0	0	9	2	3	0	0	0	0	0	13	0	10	21	0	0	0	0	0
ASV_3779	4	0	0	25	0	0	0	0	5	0	4	0	8	0	0	0	0	0	0	0	0	2	10	0	8	0	0	0	0	0
ASV_3780	3	0	4	0	0	0	0	0	0	0	10	0	9	0	0	0	19	0	0	0	0	0	4	0	0	0	16	0	0	0
ASV_3781	2	0	0	0	0	15	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	8	0	0	9	15	0	0	0	0
ASV_3782	0	0	0	0	0	3	0	0	0	10	0	0	0	3	0	7	0	0	0	28	0	0	0	3	0	4	0	0	0	6
ASV_3783	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	3	18	0	8	0	14	2	0	0	0
ASV_3784	0	0	12	0	0	0	0	0	7	5	3	0	0	0	0	0	0	7	11	0	2	0	0	0	0	0	0	0	9	10
ASV_3785	0	0	2	0	0	0	0	0	0	4	6	0	3	0	0	0	2	0	0	7	0	9	2	5	2	0	3	3	0	17
ASV_3786	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3787	0	0	0	38	0	2	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	11
ASV_3788	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	0	3	0	16	0	5	2	0	4	0
ASV_3789	0	0	0	16	0	0	0	0	0	0	2	0	8	10	0	0	2	0	0	0	5	0	2	12	3	2	0	3	0	2
ASV_3790	0	0	0	15	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV_3791	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3792	0	0	0	0	6	4	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	5	0	6	5	11	4	8	0	2
ASV_3793	0	0	0	0	0	4	0	0	4	0	0	0	0	0	19	8	0	0	0	4	0	0	0	0	12	13	0	0	0	2
ASV_3794	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	26	0
ASV_3795	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	39	0
ASV_3796	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	35	0
ASV_3797	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	5	0	3	0	8	0	0	31	0
ASV_3798	0	0	0	0	0	0	0	0	2	0	7	0	2	0	0	0	0	9	0	0	4	0	11	0	0	0	0	15	0	17
ASV_3799	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	6	0	0	0	31	0	0	0	20	0
ASV_3800	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3801	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	10	38	0	2	2	0	0
ASV_3802	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	22	0	0	0	40	0	0
ASV_3803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	41	4	0	0	0	0
ASV_3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	24	26	0
ASV_3806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	13	0	17	15	10
ASV_3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0
ASV_3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
ASV_3809	6	4	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	2	0	2	10	9	0	7
ASV_3810	5	0	0	0	0	0	0	0	0	0	5	0	5	4	0	4	0	0	0	0	0	0	14	7	3	11	0	0	0	8
ASV_3811	5	0	3	0	0	0	0	0	11	0	10	0	0	0	0	0	2	0	3	0	12	0	0	0	0	0	5	6	0	7
ASV_3812	2	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	3	2	7	8	6	0	8	0	0	0	9	0	0	6
ASV_3813	0	35	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_3814	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	0	0	34	0	8	3
ASV_3815	0	0	2	0	0	0	0	0	0	0	3	0	5	0	0	2	0	0	0	0	6	6	6	11	8	10	0	0	0	7
ASV_3816	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3817	0	0	0	0	3	9	0	0	0	0	0	0	0	12	9	4	0	0	0	0	0	0	0	8	11	0	0	10	0	0
ASV_3818	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	2	8	4	15	0	0	0	0	0	0	4	3	8	6	0
ASV_3819	0	0	0	0	0	6	0	0	0	0	0	0	15	2	0	7	0	0	0	0	0	0	21	0	0	9	0	0	0	5
ASV_3820	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	2	0	0	2	40	0
ASV_3821	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	14	0	5	0	0	0	0	2	2	8	25	0
ASV_3822	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	7	0	0	3	0	0	0	0	13	16	17	0
ASV_3823	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	2	15	0	0	0	0	0	0	0	11	9	18	3
ASV_3824	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	19	3	0	0	0	0	6	2	0	11	14	0	0	0	0
ASV_3825	0	0	0	0	0	0	0	0	0	12	0	0	11	0	0	0	0	0	0	29	0	0	4	0	0	0	3	0	0	7
ASV_3826	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	6	0	2	0	0	0	2	8	0	3	36
ASV_3827	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	5	11	0	41
ASV_3828	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	5	0	0	9	0	0	0	5	13	0	17	0
ASV_3829	0	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	25	0	0	9	2	0	7	0	0	0
ASV_3830	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	10	0	0	0	0	7	3	0	0	9	11	4	4	6	0
ASV_3831	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	11	15	0	8	0	0	11	0	0	0	0	12	0
ASV_3832	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	4	3	0	0	0	0	6	0	0	23	15	5	0	0	0
ASV_3833	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	13	0	0	0	0	0	0	0	0	23	11	4	0	0	0
ASV_3834	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	48	8	0	0	0	0
ASV_3835	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	4	10	10	30	0	0
ASV_3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	41	2	0	0	0	0
ASV_3837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	8	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_3838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	46	16	0	0	0	0
ASV_3839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	17	0	0	0	0	0	0	0	22	0	11	4
ASV_3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0
ASV_3841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	19	2	2	0	0	0
ASV_3842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
ASV_3843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
ASV_3844	15	0	0	0	0	0	0	0	0	0	23	0	3	0	0	0	0	0	6	0	9	0	0	8	0	0	0	0	0	0
ASV_3845	9	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	8	0	0	0
ASV_3846	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	4	0	7	0	0	0	18	0	0	11
ASV_3847	6	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	17	2	0	5	6	0	4	3	0	0	0	0	4	0
ASV_3848	4	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	9	0	11	0	0	0	0	0	0	2	6	0	11	10
ASV_3849	0	0	4	0	0	0	0	0	7	0	8	0	0	0	0	0	2	0	6	0	0	3	0	0	0	0	12	13	4	5
ASV_3850	0	0	0	0	0	3	0	0	0	0	0	0	0	11	2	3	0	0	0	0	0	12	0	24	0	8	0	0	0	0
ASV_3851	0	7	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	0	0	4	0	18
ASV_3852	0	0	37	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4
ASV_3853	0	0	16	0	0	0	0	0	5	0	0	0	0	20	0	0	0	0	0	0	0	0	0	2	0	0	0	4	17	0
ASV_3854	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	17	0	0	0	4	0	0	0	4	0	26	2
ASV_3855	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_3856	0	0	0	39	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	0	0	0	4	0	0
ASV_3857	0	0	0	20	0	0	0	9	0	0	0	2	0	2	0	0	2	25	2	0	0	0	0	0	0	0	0	0	0	2
ASV_3858	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3859	0	0	0	0	22	11	0	0	0	0	0	0	4	3	0	4	0	0	0	6	0	0	0	3	3	0	0	3	0	6
ASV_3860	0	0	0	0	12	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0	0	0	13	11	2	0	0	0	0
ASV_3861	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	8	25	0	0	0	0
ASV_3862	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	46	0	0	0	0
ASV_3863	0	0	0	0	0	4	0	0	7	0	0	0	0	0	3	11	0	0	2	0	5	5	4	0	5	15	0	3	0	0
ASV_3864	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	3	0	0	33	0
ASV_3865	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	11	2	9	0	0	0	0	0	0	0	0	5	18	0
ASV_3866	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	3	6	0	4	0	0	0	0	2	15	4	11	0
ASV_3867	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	49
ASV_3868	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	9	0	0	5	4	6	0	23	4	0
ASV_3869	0	0	0	0	0	0	0	0	0	0	5	0	0	6	5	0	0	0	0	0	5	4	3	9	3	5	9	8	0	3
ASV_3870	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	4	0	2	0	0	21	18	2	0	3	0	0
ASV_3871	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	4	2	2	0	7	3	0	9	7	2	0	0	0	0	2
ASV_3872	0	0	0	0	0	0	0	0	0	0	0	0	6	5	6	0	0	0	0	0	10	0	0	4	17	10	0	7	0	0
ASV_3873	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	9	17	27	0	0	0	0
ASV_3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	3	22	6	27	0	0	0	0
ASV_3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	7	29	0	0	0	0
ASV_3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0
ASV_3877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0
ASV_3878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
ASV_3879	13	0	0	0	0	0	0	0	0	0	18	0	6	0	0	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0
ASV_3880	8	0	0	0	0	0	0	0	10	0	7	0	0	0	0	4	13	5	5	0	4	0	0	0	0	0	4	3	0	0
ASV_3881	7	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	8	2	0	0	20	0	0	0	0	0	2	0	0	10
ASV_3882	5	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	6	5	0	25	0	0	0	0	0	0	3
