Feature ID	taxonomy
ASV_3182	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_3183	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_3184	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae
ASV_3185	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Conexibacter, uncultured_bacterium
ASV_3186	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_3187	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_3188	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata, Gemmata_sp.
ASV_3189	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_Conexibacter
ASV_319	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Enhydrobacter
ASV_3190	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067
ASV_3191	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, uncultured_bacterium
ASV_3192	Bacteria, Myxococcota, Polyangia, Polyangiales, Phaselicystidaceae, Phaselicystis
ASV_3193	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Edaphobaculum
ASV_3194	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae
ASV_3195	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_3196	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Conexibacter, uncultured_bacterium
ASV_3197	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Microvirga
ASV_3198	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_3199	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_32	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea
ASV_320	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1)
ASV_3200	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_3201	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured
ASV_3202	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured
ASV_3203	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45
ASV_3204	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_3205	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_3206	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Virgisporangium, uncultured_bacterium
ASV_3207	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, uncultured_bacterium
ASV_3208	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata, Gemmata_sp.
ASV_3209	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae
ASV_321	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_3210	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_3211	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_3212	Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae
ASV_3213	Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae
ASV_3214	Bacteria, Proteobacteria, Alphaproteobacteria, Paracaedibacterales, Paracaedibacteraceae, Candidatus_Paracaedibacter
ASV_3215	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus, uncultured_bacterium
ASV_3216	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_3217	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium
ASV_3218	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84
ASV_3219	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured
ASV_322	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_3220	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_3221	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Dinghuibacter, Dinghuibacter_silviterrae
ASV_3222	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_3223	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96, metagenome
ASV_3224	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Hymenobacteraceae, Adhaeribacter
ASV_3225	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Starkeya
ASV_3226	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25
ASV_3227	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_actinobacterium
ASV_3228	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Blastococcus, uncultured_Blastococcus
ASV_3229	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, uncultured, uncultured, uncultured_bacterium
ASV_323	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_3230	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Phyllobacterium, Phyllobacterium_sp.
ASV_3231	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Nocardioides_oleivorans
ASV_3232	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_Rubrobacteria
ASV_3233	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, metagenome
ASV_3234	Bacteria, Actinobacteriota, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Planomonospora, Nonomuraea_sp.
ASV_3235	Bacteria, Firmicutes, Bacilli, Alicyclobacillales, Alicyclobacillaceae, Tumebacillus
ASV_3236	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Geodermatophilus
ASV_3237	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Pedosphaeraceae, uncultured_soil
ASV_3238	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, uncultured, uncultured_bacterium
ASV_3239	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_324	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_3240	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales
ASV_3241	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter, uncultured_Verrucomicrobia
ASV_3242	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1
ASV_3243	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured
ASV_3244	Bacteria, Chloroflexi, Dehalococcoidia, S085, S085, S085, metagenome
ASV_3245	Bacteria, Actinobacteriota, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinocorallia, Actinocorallia_aurea
ASV_3246	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20, uncultured_Nitrosomonadales
ASV_3247	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Paenisporosarcina
ASV_3248	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae, uncultured_Acidobacteriaceae
ASV_3249	Bacteria, Chloroflexi, Anaerolineae, Ardenticatenales, uncultured, uncultured, uncultured_Litorilinea
ASV_325	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus_luciferensis
ASV_3250	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25
ASV_3251	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Microvirga, uncultured_bacterium
ASV_3252	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_bacterium
ASV_3253	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45, uncultured_Chloroflexi
ASV_3254	Bacteria
ASV_3255	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_3256	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_3257	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_3258	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Pseudonocardia
ASV_3259	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Ellin516
ASV_326	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_sp.
ASV_3260	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_Gemmata
ASV_3261	Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured
ASV_3262	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_3263	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus
ASV_3264	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, Acidobacteria_bacterium
ASV_3265	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_3266	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, URHD0088, URHD0088, uncultured_bacterium
ASV_3267	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Dinghuibacter, Dinghuibacter_silviterrae
ASV_3268	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_8, uncultured_bacterium
ASV_3269	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_327	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_3270	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, A21b, A21b
ASV_3271	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Sutterellaceae, uncultured, uncultured_bacterium
ASV_3272	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_3273	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured
ASV_3274	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84
ASV_3275	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_3276	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067, uncultured_delta
ASV_3277	Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, WD2101_soil_group, WD2101_soil_group
ASV_3278	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, A0839, A0839, uncultured_bacterium
ASV_3279	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Pseudonocardia
ASV_328	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila
ASV_3280	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae
ASV_3281	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_3282	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella
ASV_3283	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured
ASV_3284	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96, uncultured_bacterium
ASV_3285	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae
ASV_3286	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, uncultured
ASV_3287	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured
ASV_3288	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Luedemannella, uncultured_bacterium
ASV_3289	Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Intrasporangiaceae, Intrasporangium, uncultured_bacterium
ASV_329	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Chitinophaga, Chitinophaga_pinensis
ASV_3290	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae
ASV_3291	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Ellin516, uncultured_bacterium
ASV_3292	Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, Pajaroellobacter, uncultured_Polyangiaceae
ASV_3293	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_12, Clostridium_magnum
ASV_3294	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_3295	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
ASV_3296	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_3297	Bacteria, Actinobacteriota, Thermoleophilia, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_3298	Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured
ASV_3299	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Domibacillus, Bacillus_sp.
ASV_33	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_330	Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella, Reyranella_sp.
ASV_3300	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured
ASV_3301	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales
ASV_3302	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_3303	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_3304	Bacteria, Chloroflexi, Dehalococcoidia, S085, S085, S085
ASV_3305	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_3306	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, uncultured_bacterium
ASV_3307	Bacteria, Proteobacteria, Gammaproteobacteria, PLTA13, PLTA13, PLTA13, uncultured_gamma
ASV_3308	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter
ASV_3309	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_331	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Prosthecobacter
ASV_3310	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_3311	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_3312	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_3313	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, A21b, A21b
ASV_3314	Bacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales, Fimbriimonadaceae, Fimbriimonadaceae, metagenome
ASV_3315	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured, uncultured_Acidobacteria
ASV_3316	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, uncultured_Verrucomicrobia
ASV_3317	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_3318	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_3319	Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae, Nevskia
ASV_332	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Prosthecobacter
ASV_3320	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256, uncultured_bacterium
ASV_3321	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_3322	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_3323	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_3324	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
ASV_3325	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067
ASV_3326	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Fictibacillus
ASV_3327	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_3328	Bacteria, Myxococcota, Polyangia, Polyangiales, Phaselicystidaceae, Phaselicystis
ASV_3329	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Modestobacter
ASV_333	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_3330	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
ASV_3331	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Blastococcus
ASV_3332	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, uncultured
ASV_3333	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_Zavarzinella
ASV_3334	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_Rubrobacteria
ASV_3335	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_actinobacterium
ASV_3336	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_bacterium
ASV_3337	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_3338	Bacteria, Desulfobacterota, Desulfuromonadia, Geobacterales, Geobacteraceae
ASV_3339	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_334	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_nodosa
ASV_3340	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Ensifer
ASV_3341	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Pseudorhodoplanes
ASV_3342	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, unidentified
ASV_3343	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus_luciferensis
ASV_3344	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_3345	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_3346	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae, uncultured_organism
ASV_3347	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae
ASV_3348	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, metagenome
ASV_3349	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45
ASV_335	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Triticum_aestivum
ASV_3350	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas
ASV_3351	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, uncultured, Leptothrix_sp.
ASV_3352	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, JG30-KF-AS9, JG30-KF-AS9, uncultured_bacterium
ASV_3353	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, uncultured_Kofleria
ASV_3354	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), uncultured, uncultured_Acidobacteria
ASV_3355	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured
ASV_3356	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, JG30-KF-AS9, JG30-KF-AS9, uncultured_bacterium
ASV_3357	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256, uncultured_bacterium
ASV_3358	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter, uncultured_gamma
ASV_3359	Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
ASV_336	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_3360	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, uncultured_bacterium
ASV_3361	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
ASV_3362	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_3363	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_3364	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured
ASV_3365	Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia
ASV_3366	Bacteria, Proteobacteria, Gammaproteobacteria, CCD24, CCD24, CCD24, uncultured_bacterium
ASV_3367	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae
ASV_3368	Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured
ASV_3369	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured
ASV_337	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae, uncultured
ASV_3370	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_3371	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_3372	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Pseudonocardia
ASV_3373	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_3374	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage, uncultured_bacterium
ASV_3375	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, uncultured, uncultured_Ktedonobacter
ASV_3376	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter, uncultured_Spartobacteria
ASV_3377	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rhodovastum, uncultured_bacterium
ASV_3378	Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, BIrii41
ASV_3379	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_338	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_3380	Bacteria, Proteobacteria, Gammaproteobacteria, WD260, WD260, WD260, uncultured_bacterium
ASV_3381	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_3382	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_3383	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_3384	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_3385	Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, Aridibacter, uncultured_bacterium
ASV_3386	Bacteria, Proteobacteria, Gammaproteobacteria, CCD24, CCD24, CCD24
ASV_3387	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_3388	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured
ASV_3389	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides
ASV_339	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Ellin6055
ASV_3390	Bacteria, Chloroflexi, Dehalococcoidia, S085, S085, S085, metagenome
ASV_3391	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_3392	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_3393	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_3394	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45
